Word,Number of morphemes,Number of Letters,Number of Syllables,Number of Phonemes,Orthographic N,OLD20,PN_Std,PLD20_Std,PN_Singapore,PLD20_Singapore,PN_NonStd,PLD_NonStd,freq_singapore/million,lg_freq_singapore,freq_malaysia/million,lg_freq_malaysia,LDT_RT,LDT_ACC,NMG_RT,NMG_ACC
sikit,1,5,2,5,1,1.9500,1,1.9500,1,1.9500,1,1.9500,26.20,1.43,9.81,1.03,,,,
siku,1,4,2,4,8,1.6000,8,1.6000,8,1.6000,8,1.6000,3.80,0.68,7.94,0.95,,,,
sil,1,3,1,3,3,1.7000,1,1.8500,1,1.8500,1,1.8500,0.00,0.00,0.93,0.29,,,,
sila,1,4,2,4,7,1.3500,10,1.3000,10,1.3000,10,1.5000,99.20,2.00,11.68,1.10,,,,
silam,1,5,2,5,6,1.6000,7,1.6000,7,1.6000,7,1.6500,41.60,1.63,26.17,1.43,,,,
silang,1,6,2,5,7,1.6000,4,1.7500,4,1.7500,4,1.8000,17.40,1.26,10.28,1.05,,,,
silangan,2,8,3,7,1,2.2500,1,2.1000,1,2.1000,1,2.1000,0.00,0.00,0.47,0.17,,,,
silap,1,5,2,5,6,1.6000,7,1.6000,7,1.6000,7,1.6500,63.80,1.81,35.51,1.56,568.7209,0.9773,461.2857,0.9545
silat,1,5,2,5,9,1.5000,9,1.5000,8,1.5500,8,1.6000,69.20,1.85,47.20,1.68,555.4419,0.9773,471.7955,1.0000
silaturahim,1,11,5,11,0,6.0000,0,6.0000,0,6.0000,0,6.0000,18.00,1.28,1.40,0.38,,,,
silau,1,5,2,4,5,1.6500,4,1.8000,4,1.8000,4,1.8000,0.80,0.26,0.93,0.29,,,,
silih,1,5,2,5,3,1.8500,3,1.8500,4,1.8000,4,1.8000,6.60,0.88,5.61,0.82,,,,
silu,1,4,2,4,7,1.5500,8,1.6000,8,1.6000,8,1.6000,8.00,0.95,3.27,0.63,,,,
simbah,1,6,2,6,3,1.8500,3,1.8500,3,1.8500,3,1.8500,1.60,0.41,1.40,0.38,,,,
simbar,1,6,2,6,3,1.8500,3,1.8500,3,1.8500,3,1.8500,0.00,0.00,1.40,0.38,,,,
simpan,1,6,2,6,0,1.9500,1,2.0000,1,2.0000,1,2.0000,34.20,1.55,5.61,0.82,571.9318,1.0000,488.3333,0.9545
simpanan,2,8,3,8,0,2.5500,0,2.6000,0,2.6000,0,2.6000,237.00,2.38,121.96,2.09,,,,
simpang,1,7,2,6,0,2.0500,1,1.9500,1,1.9500,1,1.9500,20.00,1.32,2.34,0.52,583.7381,0.9545,459.9756,0.9318
simpang-perenang,1,16,5,13,0,8.5000,0,7.4500,0,7.4500,0,7.4000,0.20,0.08,0.47,0.17,,,,
simpang-siur,1,12,4,10,0,6.4500,0,5.5000,0,5.6000,0,5.6000,0.60,0.20,1.40,0.38,,,,
simpulan,2,8,3,8,0,2.6500,0,2.6500,0,2.6500,0,2.6500,2.40,0.53,1.40,0.38,,,,
sinar,1,5,2,5,1,1.9000,2,1.9000,2,1.9000,2,1.9000,19.20,1.31,21.50,1.35,,,,
sinaran,2,7,3,7,0,2.2500,1,2.3000,1,2.3000,1,2.3500,21.40,1.35,26.17,1.43,,,,
sindiran,2,8,3,8,0,2.8500,0,2.9500,0,2.9500,0,2.9500,13.20,1.15,12.15,1.12,,,,
singa,1,5,2,4,0,2.0000,4,1.8000,4,1.8000,4,1.8000,118.60,2.08,27.57,1.46,,,,
singgah,1,7,2,6,1,2.3000,1,2.1500,1,2.2000,1,2.3000,33.80,1.54,18.69,1.29,,,,
singgahsana,2,11,4,10,0,4.8000,0,4.8500,0,4.8500,0,5.0500,4.00,0.70,4.21,0.72,,,,
singkap,1,7,2,6,2,1.9000,2,1.8500,1,1.9000,1,1.9000,3.40,0.64,11.21,1.09,674.4054,0.8409,481.6279,0.9773
singkat,1,7,2,6,2,1.9000,2,1.9000,2,1.9000,2,1.9000,59.00,1.78,49.07,1.70,,,,
singkatan,2,9,3,8,1,2.5500,1,2.5000,1,2.6500,1,2.7000,12.60,1.13,2.34,0.52,,,,
singkir,1,7,2,6,0,2.6000,0,2.4500,0,2.5500,0,2.5500,1.00,0.30,10.75,1.07,615.0488,0.9318,484.5714,0.9545
sini,1,4,2,4,5,1.7000,4,1.7500,4,1.7500,4,1.7500,"1,235.60",3.09,272.90,2.44,,,,
sipi,1,4,2,4,6,1.7000,6,1.6500,6,1.6500,6,1.6500,0.20,0.08,4.67,0.75,,,,
sipu,1,4,2,4,7,1.6000,7,1.5500,7,1.6000,7,1.6000,0.20,0.08,0.93,0.29,,,,
siput,1,5,2,5,0,1.9500,0,1.9500,0,2.0000,0,2.0000,3.60,0.66,6.54,0.88,634.1026,0.8864,469.6429,0.9545
sirap,1,5,2,5,5,1.7000,6,1.7000,6,1.7000,6,1.7000,4.60,0.75,0.47,0.17,,,,
sirat,1,5,2,5,6,1.7000,6,1.7000,5,1.7500,5,1.7500,2.40,0.53,1.40,0.38,,,,
sirih,1,5,2,5,3,1.8500,3,1.8500,3,1.8500,3,1.8500,7.00,0.90,6.54,0.88,,,,
sirip,1,5,2,5,3,1.8500,3,1.8500,3,1.8500,3,1.8500,1.20,0.34,6.07,0.85,,,,
sisa,1,4,2,4,6,1.6000,8,1.5500,8,1.5500,7,1.6000,16.80,1.25,15.42,1.22,,,,
sisi,1,4,2,4,5,1.6500,5,1.6500,5,1.7000,5,1.7000,37.40,1.58,16.36,1.24,,,,
sisian,2,6,3,7,0,2.0500,1,2.5500,0,2.7000,0,2.7000,0.20,0.08,0.47,0.17,,,,
sisih,1,5,2,5,2,1.8500,2,1.8500,2,1.9000,2,1.9000,0.00,0.00,0.47,0.17,627.3548,0.7045,467.9070,0.9773
sisipan,2,7,3,7,0,2.7000,1,2.7000,0,2.8000,0,2.8000,4.00,0.70,4.67,0.75,,,,
siswa,1,5,2,5,0,2.1500,0,2.2000,0,2.2000,0,2.3500,15.60,1.22,1.87,0.46,,,,
situ,1,4,2,4,6,1.6500,6,1.6500,6,1.6500,6,1.6500,240.40,2.38,105.14,2.03,,,,
siulan,2,6,3,7,1,1.9500,1,2.5500,1,2.5500,1,2.5500,4.00,0.70,2.34,0.52,,,,
siuman,1,6,3,7,2,2.1500,2,2.5500,2,2.5500,2,2.5500,2.00,0.48,1.40,0.38,,,,
siur,1,4,2,5,2,1.9000,3,1.8500,3,1.8500,3,1.8500,0.60,0.20,0.93,0.29,,,,
soal,1,4,2,4,1,1.9000,0,1.9500,0,1.9500,0,1.9500,278.20,2.45,162.62,2.21,509.6512,0.9773,442.6136,1.0000
soalan,2,6,3,6,0,2.0000,0,2.0000,0,2.0000,0,2.0500,219.60,2.34,57.48,1.77,,,,
sogok,1,5,2,5,2,1.9000,2,1.9000,2,1.9000,2,1.9000,1.00,0.30,1.40,0.38,,,,
sogokan,2,7,3,7,0,2.9000,0,2.7500,0,2.7500,0,2.7500,2.40,0.53,0.47,0.17,,,,
sokong,1,6,2,5,2,1.9500,2,1.9000,2,1.8500,2,1.8500,22.80,1.38,9.81,1.03,,,,
sokongan,2,8,3,7,0,2.8000,0,2.7000,1,2.5500,1,2.5500,376.40,2.58,363.08,2.56,,,,
solat,1,5,2,5,2,1.9000,2,1.9000,2,1.9000,2,1.9000,183.00,2.26,7.48,0.93,,,,
soleh,1,5,2,5,3,2.1000,3,2.1000,4,1.7500,4,1.7500,15.60,1.22,0.47,0.17,,,,
solek,1,5,2,5,3,1.8500,3,1.8500,3,1.8500,4,1.8000,10.80,1.07,1.87,0.46,,,,
solekan,2,7,3,7,0,2.7500,0,2.7500,0,2.5000,0,2.5000,18.20,1.28,9.81,1.03,,,,
sombong,1,7,2,6,2,2.4500,2,2.4500,3,2.1000,3,2.1000,18.00,1.28,7.48,0.93,,,,
songket,1,7,2,6,0,2.7000,0,2.8500,0,2.7500,0,2.7500,15.80,1.23,2.34,0.52,632.5238,0.9545,457.7619,0.9545
songkok,1,7,2,6,0,2.5500,0,2.3000,0,2.2500,0,2.2500,12.20,1.12,1.40,0.38,,,,
songsang,1,8,2,6,0,2.8000,0,2.7500,0,2.7500,0,2.7500,11.20,1.09,5.14,0.79,,,,
sopan,1,5,2,5,1,1.9000,1,1.9000,1,1.9000,1,1.9000,29.00,1.48,14.49,1.19,548.4286,0.9545,463.9070,0.9773
sorai,1,5,2,4,2,1.9000,1,1.9500,1,1.9500,1,1.9500,0.00,0.00,0.47,0.17,,,,
sorak,1,5,2,5,4,1.8000,4,1.8000,4,1.8000,4,1.8000,8.40,0.97,8.88,0.99,,,,
sorakan,2,7,3,7,0,2.2000,0,2.1500,0,2.1500,0,2.1500,18.40,1.29,30.37,1.50,,,,
soren,1,5,2,5,1,2.1500,1,2.2000,1,1.9500,1,1.9500,0.60,0.20,5.14,0.79,,,,
sorok,1,5,2,5,3,1.8500,4,1.8000,4,1.8000,4,1.8000,2.60,0.56,1.87,0.46,616.2093,0.9773,468.6279,0.9773
sorong,1,6,2,5,5,1.7500,7,1.6500,8,1.6000,8,1.6000,13.40,1.16,0.93,0.29,,,,
sorot,1,5,2,5,2,1.9000,3,1.8500,4,1.8000,4,1.8000,1.20,0.34,0.47,0.17,,,,
soto,1,4,2,4,0,2.0500,0,2.0000,0,2.0000,0,2.0000,8.40,0.97,1.40,0.38,,,,
span,1,4,1,4,0,1.9000,0,1.9000,0,1.9000,0,1.9000,0.00,0.00,0.47,0.17,,,,
srikandi,1,8,3,8,0,3.8000,0,3.8000,0,3.8000,0,3.8000,6.20,0.86,2.34,0.52,,,,
suai,1,4,3,5,6,1.6000,1,1.9000,1,1.9000,1,1.9000,40.00,1.61,11.68,1.10,,,,
suaka,1,5,3,6,2,1.8500,2,1.9000,2,1.9000,2,1.9000,3.20,0.62,3.74,0.68,,,,
suami,1,5,3,6,0,1.9000,0,2.5500,0,2.5500,0,2.5500,483.80,2.69,59.81,1.78,,,,
suap,1,4,2,5,2,1.8500,1,1.9500,1,1.9500,1,1.9500,2.80,0.58,1.40,0.38,,,,
suara,1,5,3,6,4,1.8000,4,1.8000,4,1.8000,4,1.8500,236.80,2.38,150.47,2.18,,,,
suasa,1,5,3,6,4,1.7500,4,1.8000,4,1.8000,4,1.8000,0.60,0.20,1.40,0.38,,,,
suasana,1,7,4,8,0,2.8500,0,3.4000,0,3.4000,0,3.6500,313.40,2.50,214.95,2.33,,,,
suatu,1,5,3,6,0,1.9500,0,2.6000,0,2.6000,0,2.6000,334.00,2.53,119.63,2.08,,,,
suban,1,5,2,5,3,1.7500,4,1.7500,4,1.7500,4,1.7500,0.00,0.00,0.47,0.17,,,,
subang,1,6,2,5,2,1.8000,3,1.8000,2,1.8500,2,1.8500,6.60,0.88,57.48,1.77,,,,
subur,1,5,2,5,4,1.8000,4,1.8000,4,1.8000,4,1.8000,14.00,1.18,5.61,0.82,550.2143,0.9545,457.9767,0.9773
suci,1,4,2,4,4,1.8000,3,1.8500,3,1.8500,3,1.8500,79.40,1.91,22.43,1.37,,,,
suda,1,4,2,4,6,1.6000,6,1.6000,6,1.6000,6,1.7000,0.20,0.08,0.47,0.17,,,,
sudah,1,5,2,5,4,1.7500,4,1.7500,4,1.7500,4,1.8000,"1,904.20",3.28,"2,556.07",3.41,532.2273,1.0000,460.7955,1.0000
sudi,1,4,2,4,9,1.5500,8,1.6000,8,1.6000,8,1.6000,20.60,1.33,30.84,1.50,,,,
sudu,1,4,2,4,6,1.6500,6,1.6500,6,1.7000,6,1.7000,161.40,2.21,0.47,0.17,,,,
sudut,1,5,2,5,2,1.8500,3,1.8000,3,1.8500,3,1.8500,130.00,2.12,175.70,2.25,,,,
sugar,1,5,2,5,4,1.8000,4,1.8000,4,1.8000,4,1.8000,0.00,0.00,6.07,0.85,,,,
sugul,1,5,2,5,1,1.9500,1,1.9500,1,1.9500,1,1.9500,5.00,0.78,4.21,0.72,746.5652,0.5227,470.2750,0.9091
suh,1,3,1,3,2,1.7500,2,1.8000,6,1.6500,6,1.6500,0.20,0.08,1.87,0.46,,,,
suhu,1,4,2,4,4,1.7500,4,1.7500,4,1.8000,4,1.8000,47.80,1.69,14.02,1.18,,,,
sujud,1,5,2,5,1,1.9500,4,1.8000,4,1.8000,4,1.8000,4.60,0.75,1.87,0.46,,,,
suka,1,4,2,4,7,1.4500,7,1.5000,7,1.5000,7,1.6500,422.20,2.63,122.43,2.09,,,,
sukan,1,5,2,5,6,1.6500,6,1.6500,6,1.6500,6,1.7000,872.80,2.94,"3,481.31",3.54,,,,
sukaneka,2,8,4,8,0,3.6000,0,3.7500,0,3.7500,0,3.9000,0.20,0.08,2.34,0.52,,,,
sukar,1,5,2,5,6,1.6500,6,1.6500,6,1.6500,6,1.7000,381.00,2.58,479.44,2.68,554.6667,0.9545,443.8636,1.0000
sukarela,2,8,4,8,0,3.7500,0,3.8000,0,3.8000,0,3.8500,48.80,1.70,16.36,1.24,,,,
sukarelawan,2,11,5,11,0,4.8000,0,4.9000,0,4.8500,0,4.9000,89.00,1.95,13.08,1.15,,,,
sukat,1,5,2,5,6,1.6500,6,1.6500,6,1.6500,6,1.7000,1.20,0.34,0.47,0.17,,,,
suku,1,4,2,4,9,1.5500,9,1.5500,9,1.5500,9,1.5500,339.80,2.53,381.78,2.58,623.1750,0.9091,445.4500,0.9091
sulaman,2,7,3,7,1,2.2000,1,2.0500,1,2.0500,1,2.1000,3.60,0.66,1.87,0.46,,,,
sulapan,2,7,3,7,1,2.1500,1,1.9500,1,1.9500,1,1.9500,0.00,0.00,0.47,0.17,,,,
suling,1,6,2,5,2,1.9000,3,1.8500,3,1.8500,3,1.8500,1.00,0.30,0.47,0.17,,,,
sulit,1,5,2,5,2,1.9000,3,1.8500,3,1.8500,3,1.8500,24.00,1.40,15.89,1.23,,,,
sultan,1,6,2,6,0,2.0000,0,2.1000,0,2.1000,0,2.1000,0.00,0.00,132.24,2.12,,,,
sultanah,1,8,3,8,0,3.3500,0,2.8000,0,2.8000,0,2.8000,3.20,0.62,1.40,0.38,,,,
sulu,1,4,2,4,9,1.5000,9,1.4500,9,1.5500,9,1.5500,1.60,0.41,2.34,0.52,,,,
suluh,1,5,2,5,3,1.8000,4,1.7500,4,1.8000,4,1.8000,1.80,0.45,0.47,0.17,,,,
sulung,1,6,2,5,3,1.8000,4,1.7000,4,1.7500,4,1.7500,95.80,1.99,138.32,2.14,,,,
sum,1,3,1,3,2,1.9000,2,1.9000,2,1.9000,2,1.9000,0.00,0.00,4.67,0.75,,,,
sumazau,1,7,3,6,0,3.0000,0,3.0000,0,3.0000,0,3.0000,0.00,0.00,0.47,0.17,,,,
sumbang,1,7,2,6,3,1.7500,4,1.7000,4,1.7000,4,1.7000,21.20,1.35,18.22,1.28,,,,
sumbangan,2,9,3,8,0,2.6500,0,2.5500,0,2.5500,0,2.5500,293.80,2.47,200.47,2.30,,,,
sumbangsih,1,10,3,9,0,4.4500,0,4.0500,0,4.2000,0,4.2000,2.20,0.51,12.15,1.12,,,,
sumbat,1,6,2,6,0,2.0000,1,1.9500,1,1.9500,1,1.9500,2.00,0.48,1.87,0.46,,,,
sumber,1,6,2,6,0,2.7000,0,2.6500,0,2.6500,0,2.6000,353.80,2.55,146.73,2.17,625.4146,0.9318,473.0750,0.9091
sumbu,1,5,2,5,0,2.0000,0,2.0000,0,2.1000,0,2.1000,0.80,0.26,0.93,0.29,,,,
sumpah,1,6,2,6,2,1.9000,2,1.9000,2,1.9000,2,1.9000,24.20,1.40,7.48,0.93,,,,
sumpahan,2,8,3,8,1,2.5500,1,2.5000,1,2.5000,1,2.5000,3.20,0.62,3.74,0.68,,,,
sunah,1,5,2,5,5,1.7500,5,1.7500,5,1.7500,5,1.7500,23.80,1.39,0.47,0.17,,,,
sunat,1,5,2,5,5,1.7500,6,1.7000,6,1.7000,6,1.7000,10.00,1.04,1.87,0.46,,,,
sundal,1,6,2,6,0,2.3000,0,2.3500,0,2.3500,0,2.5500,1.40,0.38,0.93,0.29,,,,
sungai,1,6,2,4,0,1.9500,1,1.9000,1,1.9000,1,1.9000,82.00,1.92,70.56,1.85,,,,
sungguh,1,7,2,6,0,2.6000,0,2.4000,0,2.8000,0,2.8000,131.80,2.12,84.58,1.93,548.5610,0.9318,468.9767,0.9773
sungkai,1,7,2,5,1,2.2500,1,2.3500,1,2.3500,1,2.3500,0.20,0.08,0.47,0.17,,,,
sungkit,1,7,2,6,0,2.5500,0,2.4000,0,2.3500,0,2.3500,0.00,0.00,2.80,0.58,,,,
sungutan,2,8,3,7,2,2.6500,2,2.1500,1,2.2500,1,2.2500,3.80,0.68,0.93,0.29,,,,
suntik,1,6,2,6,1,2.5500,1,2.5500,1,2.5500,1,2.5500,5.00,0.78,1.40,0.38,659.9070,0.9773,466.3864,1.0000
suntikan,2,8,3,8,0,2.8500,1,2.7500,1,2.7500,1,2.7500,48.40,1.69,27.10,1.45,,,,
suntingan,2,9,3,8,1,2.8000,2,2.7500,2,2.7500,2,2.7500,7.00,0.90,10.28,1.05,,,,
suntuk,1,6,2,6,1,2.0500,1,2.0000,1,2.0500,1,2.0500,15.60,1.22,7.94,0.95,,,,
sunyi,1,5,2,5,1,1.9500,1,2.4000,1,2.4000,1,2.4000,26.20,1.43,9.35,1.01,521.5227,1.0000,454.6585,0.9318
supaya,1,6,3,6,1,2.4500,1,2.4000,1,2.4000,0,2.5500,485.40,2.69,441.59,2.65,,,,
surah,1,5,2,5,13,1.3500,11,1.4500,11,1.4500,11,1.4500,74.60,1.88,6.54,0.88,,,,
surai,1,5,2,4,8,1.5000,7,1.6500,7,1.6500,7,1.6500,0.00,0.00,0.93,0.29,,,,
suram,1,5,2,5,7,1.6500,5,1.7500,5,1.7500,5,1.7500,7.60,0.93,14.49,1.19,692.2703,0.8409,472.2727,1.0000
surat,1,5,2,5,9,1.5000,7,1.6000,7,1.6000,7,1.6000,272.40,2.44,136.92,2.14,,,,
suratan,2,7,3,7,0,2.0000,0,2.0000,0,2.0000,0,2.0000,6.20,0.86,1.87,0.46,,,,
surau,1,5,2,4,6,1.7000,4,1.8000,4,1.8000,4,1.8000,19.80,1.32,2.34,0.52,,,,
suraya,1,6,3,6,1,2.0000,2,2.0000,2,2.0000,1,2.5000,9.00,1.00,16.36,1.24,,,,
suren,1,5,2,5,2,1.9000,2,1.9000,1,1.8500,1,1.8500,0.00,0.00,0.93,0.29,,,,
suri,1,4,2,4,11,1.3000,12,1.3500,12,1.4000,12,1.4000,80.80,1.91,4.67,0.75,,,,
suria,1,5,3,6,1,1.8500,1,1.9000,1,1.9500,1,2.5500,100.80,2.01,32.24,1.52,,,,
surian,1,6,3,7,0,1.9000,0,2.0500,0,2.1500,0,2.1500,0.00,0.00,0.93,0.29,,,,
surin,1,5,2,5,2,1.8000,1,1.9000,1,1.8500,1,1.8500,4.00,0.70,1.40,0.38,,,,
suruh,1,5,2,5,5,1.7500,5,1.7500,5,1.7500,5,1.7500,25.00,1.41,7.94,0.95,,,,
suruhan,2,7,3,7,0,2.1000,0,2.0500,0,2.3000,0,2.2000,10.20,1.05,2.34,0.52,,,,
suruhanjaya,2,11,5,11,0,5.6000,0,5.6000,0,5.6500,0,5.8500,28.00,1.46,20.56,1.33,,,,
surut,1,5,2,5,6,1.6500,7,1.6000,8,1.5500,8,1.5500,10.60,1.06,1.87,0.46,,,,
susah,1,5,2,5,3,1.8000,3,1.8000,3,1.8000,3,1.8000,146.00,2.17,39.72,1.61,,,,
susila,1,6,3,6,0,2.7500,0,2.8000,0,2.8000,0,2.9000,6.60,0.88,1.40,0.38,,,,
susu,1,4,2,4,5,1.5000,5,1.5000,5,1.7500,5,1.7500,156.80,2.20,10.75,1.07,,,,
susuk,1,5,2,5,6,1.6500,6,1.6500,6,1.7000,6,1.7000,6.80,0.89,3.74,0.68,606.7955,1.0000,463.9767,0.9773
susul,1,5,2,5,5,1.6500,5,1.6500,5,1.7000,5,1.7000,0.00,0.00,0.47,0.17,,,,
susulan,2,7,3,7,1,2.5500,1,2.5500,1,2.5500,1,2.6000,39.40,1.61,28.50,1.47,,,,
susun,1,5,2,5,4,1.7500,4,1.7500,4,1.8000,4,1.8000,12.20,1.12,5.61,0.82,,,,
susunan,2,7,3,7,1,2.7500,1,2.6500,1,2.6500,1,2.6500,46.20,1.67,22.90,1.38,,,,
susur,1,5,2,5,5,1.7000,5,1.7000,5,1.7500,5,1.7500,11.00,1.08,1.87,0.46,670.3077,0.8864,463.1395,0.9773
susut,1,5,2,5,6,1.6500,7,1.6000,7,1.6500,7,1.6500,32.40,1.52,250.93,2.40,,,,
sutan,1,5,2,5,4,1.7500,4,1.7500,4,1.7500,4,1.7500,3.00,0.60,0.47,0.17,,,,
sutera,1,6,3,6,1,2.5000,1,2.5500,1,2.5500,1,2.6000,13.00,1.15,14.95,1.20,,,,
sutradara,1,9,4,9,0,4.3000,0,4.2000,0,4.2000,0,4.7000,4.00,0.70,33.64,1.54,,,,
swakarya,1,8,3,8,0,3.8500,0,3.8000,0,3.8000,0,3.8500,0.00,0.00,1.87,0.46,,,,
swasta,2,6,2,6,0,2.9000,0,2.9000,0,2.9000,0,2.9000,138.20,2.14,80.37,1.91,628.2143,0.9545,487.9756,0.9318
syabas,1,6,2,5,0,2.8000,0,2.0000,0,2.0000,0,2.0000,24.20,1.40,19.63,1.31,,,,
syah,1,4,1,3,2,1.8500,8,1.6000,8,1.6000,8,1.6000,12.20,1.12,0.93,0.29,,,,
syahadat,1,8,3,7,0,3.6000,0,2.9500,0,2.9500,0,2.9500,1.80,0.45,0.47,0.17,,,,
syahdu,1,6,2,5,0,2.9000,0,2.3500,0,2.3500,0,2.3500,9.00,1.00,3.74,0.68,604.9535,0.9773,476.0238,0.9545
syahid,1,6,2,5,0,2.6500,3,1.8500,3,1.8500,3,1.8500,5.20,0.79,4.21,0.72,,,,
syair,1,5,2,4,0,2.3000,0,2.0000,0,2.0000,0,2.0000,17.60,1.27,16.82,1.25,,,,
syaitan,1,7,2,5,0,2.8000,0,2.5000,0,2.5000,0,2.5000,34.00,1.54,13.55,1.16,,,,
syak,1,4,1,3,3,1.7500,10,1.4500,10,1.4500,10,1.4500,26.20,1.43,8.41,0.97,,,,
syamsi,1,6,2,5,0,2.7500,0,2.5500,0,2.5500,0,2.5500,0.00,0.00,6.07,0.85,,,,
syarahan,2,8,3,7,0,2.7500,1,1.9500,1,1.9500,1,1.9500,28.20,1.47,4.21,0.72,,,,
syarak,1,6,2,5,1,1.9500,4,1.7500,4,1.7500,4,1.7500,12.00,1.11,5.14,0.79,,,,
syarat,1,6,2,5,1,1.8500,6,1.6500,6,1.6500,6,1.6500,100.20,2.01,136.45,2.14,,,,
syariah,1,7,3,6,0,2.6500,0,2.4000,0,2.4500,0,2.4500,139.40,2.15,19.63,1.31,,,,
syarif,1,6,2,5,0,2.5500,0,2.0000,0,2.0000,0,2.0000,5.60,0.82,1.40,0.38,,,,
syarikat,1,8,3,7,0,3.1000,0,2.8000,0,2.8500,0,2.8500,"2,053.00",3.31,"1,782.71",3.25,540.2045,1.0000,475.5000,0.9545
syiar,1,5,2,4,0,1.9500,0,2.0000,0,2.0000,0,2.0000,8.00,0.95,1.40,0.38,,,,
syor,1,4,1,3,0,2.5000,1,1.9500,1,1.9500,1,1.9500,12.40,1.13,3.74,0.68,,,,
syukur,1,6,2,5,0,2.7500,0,1.9500,0,1.9500,0,1.9500,30.60,1.50,85.51,1.94,,,,
syurga,1,6,2,5,0,2.9500,0,2.6500,0,2.6500,0,2.6500,50.00,1.71,12.62,1.13,542.5455,1.0000,460.1628,0.9773
taala,1,5,3,5,1,1.9000,0,1.9500,0,1.9500,0,2.7000,0.80,0.26,1.40,0.38,,,,
taat,1,4,2,4,2,1.8000,1,1.8500,1,1.8500,1,1.8500,19.20,1.31,0.93,0.29,,,,
tabah,1,5,2,5,6,1.6000,6,1.6000,6,1.6000,6,1.6000,31.40,1.51,11.21,1.09,,,,
tabal,1,5,2,5,2,1.9000,2,1.9000,2,1.9000,2,1.9000,0.00,0.00,5.14,0.79,698.4091,0.5000,502.1364,1.0000
tabiat,1,6,3,7,0,2.3000,0,2.7500,0,2.7500,0,2.7500,69.20,1.85,7.94,0.95,,,,
tabik,1,5,2,5,4,1.8000,5,1.7500,5,1.7500,5,1.7500,9.40,1.02,2.80,0.58,787.1515,0.7500,497.0000,0.9318
tabir,1,5,2,5,6,1.6000,7,1.5500,7,1.5500,7,1.5500,17.20,1.26,21.03,1.34,,,,
tabu,1,4,2,4,6,1.5500,6,1.5000,6,1.6500,6,1.6500,1.80,0.45,3.74,0.68,,,,
tabuh,1,5,2,5,4,1.7500,5,1.7000,5,1.7500,5,1.7500,0.40,0.15,0.47,0.17,,,,
tabung,1,6,2,5,2,1.8500,5,1.6500,5,1.7000,5,1.7000,102.60,2.02,63.08,1.81,,,,
tabungan,2,8,3,7,2,2.2500,3,1.9500,3,2.0500,3,2.0500,6.80,0.89,27.10,1.45,,,,
tabur,1,5,2,5,4,1.7000,5,1.6500,5,1.7000,5,1.7000,4.00,0.70,0.93,0.29,,,,
taburan,2,7,3,7,0,2.0000,1,1.9500,1,1.9500,1,1.9500,3.00,0.60,1.87,0.46,,,,
tadah,1,5,2,5,7,1.6500,7,1.6500,7,1.6500,7,1.6500,2.00,0.48,1.40,0.38,,,,
tadbir,1,6,2,6,1,2.2000,1,2.2000,1,2.2500,1,2.2500,10.80,1.07,14.95,1.20,,,,
tadbiran,2,8,3,8,0,2.8000,0,2.8500,0,2.8500,0,2.8500,0.20,0.08,1.40,0.38,,,,
tadi,1,4,2,4,9,1.5500,9,1.5500,9,1.5500,8,1.6000,283.40,2.45,113.08,2.06,,,,
tadika,1,6,3,6,0,2.6000,0,2.6500,0,2.9000,0,2.8500,58.80,1.78,1.40,0.38,,,,
tafakur,1,7,3,7,0,3.0000,0,3.0000,0,3.0000,0,3.0000,1.00,0.30,0.47,0.17,,,,
tafsir,1,6,2,6,0,2.5000,0,2.5000,0,2.5000,0,2.5000,17.80,1.27,1.87,0.46,,,,
tafsiran,2,8,3,8,1,2.8000,1,2.8500,1,2.8500,1,2.8500,20.60,1.33,5.14,0.79,,,,
tagih,1,5,2,5,0,1.9500,0,1.9500,0,1.9500,1,1.9000,0.40,0.15,6.07,0.85,684.0909,0.5000,477.0238,0.9545
tahan,1,5,2,5,8,1.6000,9,1.5500,9,1.5500,9,1.5500,66.00,1.83,34.11,1.55,524.4545,1.0000,469.9318,1.0000
tahanan,2,7,3,7,1,2.1500,1,2.1500,1,2.1500,1,2.2000,46.00,1.67,7.01,0.90,,,,
tahap,1,5,2,5,3,1.8500,3,1.8500,3,1.8500,3,1.8500,343.00,2.54,300.93,2.48,,,,
tahar,1,5,2,5,8,1.6000,8,1.6000,8,1.6000,8,1.6000,4.40,0.73,1.40,0.38,,,,
tahi,1,4,2,4,7,1.6000,7,1.6000,7,1.6500,0,2.0000,15.40,1.21,3.27,0.63,,,,
tahir,1,5,2,5,6,1.6500,6,1.6500,6,1.7000,6,1.7000,19.20,1.31,15.89,1.23,,,,
tahlil,1,6,2,6,0,2.6000,0,2.6000,0,2.8000,0,2.8000,4.20,0.72,1.40,0.38,,,,
tahniah,1,7,3,8,0,2.7500,0,3.1000,0,3.1000,0,3.2000,26.20,1.43,51.87,1.72,,,,
tahu,1,4,2,4,6,1.6500,6,1.6500,6,1.7000,5,1.7500,758.20,2.88,389.72,2.59,,,,
tahun,1,5,2,5,1,1.9000,1,1.9000,1,1.9500,1,1.9500,"6,463.40",3.81,"3,147.66",3.50,,,,
tahunan,2,7,3,7,1,2.3500,1,2.3500,1,2.4000,1,2.4000,134.80,2.13,108.88,2.04,,,,
tahyul,1,6,2,6,0,2.8000,0,2.8000,0,2.9000,0,2.9000,3.60,0.66,1.87,0.46,,,,
